== Frequent Itemsets ==
34 (7914)
59 (5176)
63 (4936)
76 (4384)
23 (3376)
93 (3968)
52 (3516)
86 (7924)
85 (8124)
36 (6812)
3 (3656)
67 (4464)
90 (7488)
1 (3916)
39 (5612)
2 (4208)
10 (3244)
53 (4608)
28 (3528)
24 (4748)
110 (4040)
6 (3152)
56 (3776)
116 (3148)
63 => 53 (conf: 0.65)
110 => 34 (conf: 0.98)
110 => 85 (conf: 1.00)
110 => 86 (conf: 0.98)
110 => 36 (conf: 0.95)
110 => 90 (conf: 0.98)
24 => 36 (conf: 0.75)
6 => 90 (conf: 0.96)
6 => 86 (conf: 0.98)
6 => 34 (conf: 0.98)
6 => 85 (conf: 1.00)
116 => 86 (conf: 1.00)
116 => 34 (conf: 0.99)
56 => 85 (conf: 1.00)
56 => 86 (conf: 1.00)
116 => 85 (conf: 1.00)
116 => 90 (conf: 0.99)
56 => 90 (conf: 0.97)
56 => 34 (conf: 1.00)
56 => 36 (conf: 0.93)
39 => 56 (conf: 0.61)
56 => 39 (conf: 0.91)
53 => 36 (conf: 0.81)
1 => 24 (conf: 0.84)
24 => 1 (conf: 0.69)
76 => 85 63 (conf: 0.69)
63 => 85 76 (conf: 0.62)
76 85 => 63 (conf: 0.69)
76 63 => 85 (conf: 1.00)
85 63 => 76 (conf: 0.62)
59 => 85 76 (conf: 0.63)
76 => 85 59 (conf: 0.75)
85 59 => 76 (conf: 0.63)
85 76 => 59 (conf: 0.75)
59 76 => 85 (conf: 1.00)
93 => 86 85 (conf: 0.95)
86 93 => 85 (conf: 1.00)
85 93 => 86 (conf: 0.95)
63 => 36 34 (conf: 0.81)
36 34 => 63 (conf: 0.60)
36 63 => 34 (conf: 0.95)
34 63 => 36 (conf: 0.84)
36 => 86 90 (conf: 0.92)
86 => 36 90 (conf: 0.79)
90 => 36 86 (conf: 0.84)
36 86 => 90 (conf: 0.95)
36 90 => 86 (conf: 0.97)
86 90 => 36 (conf: 0.86)
93 => 85 23 (conf: 0.80)
23 => 85 93 (conf: 0.94)
85 93 => 23 (conf: 0.80)
85 23 => 93 (conf: 0.94)
93 23 => 85 (conf: 1.00)
76 => 90 34 (conf: 0.89)
34 76 => 90 (conf: 0.89)
90 76 => 34 (conf: 1.00)
63 => 86 76 (conf: 0.62)
76 => 86 63 (conf: 0.69)
86 63 => 76 (conf: 0.64)
86 76 => 63 (conf: 0.69)
63 76 => 86 (conf: 1.00)
67 => 85 63 (conf: 0.69)
63 => 67 85 (conf: 0.62)
67 85 => 63 (conf: 0.69)
67 63 => 85 (conf: 1.00)
85 63 => 67 (conf: 0.62)
23 => 90 34 (conf: 0.91)
34 23 => 90 (conf: 0.91)
90 23 => 34 (conf: 1.00)
63 => 86 23 (conf: 0.62)
23 => 86 63 (conf: 0.90)
86 63 => 23 (conf: 0.64)
86 23 => 63 (conf: 0.90)
63 23 => 86 (conf: 1.00)
76 => 36 34 (conf: 0.71)
36 76 => 34 (conf: 1.00)
34 76 => 36 (conf: 0.71)
67 => 34 76 (conf: 0.79)
76 => 67 34 (conf: 0.80)
67 34 => 76 (conf: 0.79)
67 76 => 34 (conf: 1.00)
34 76 => 67 (conf: 0.80)
76 => 90 85 (conf: 0.89)
85 76 => 90 (conf: 0.89)
90 76 => 85 (conf: 1.00)
67 => 85 59 (conf: 0.74)
59 => 67 85 (conf: 0.64)
67 85 => 59 (conf: 0.74)
67 59 => 85 (conf: 1.00)
85 59 => 67 (conf: 0.64)
1 => 85 90 (conf: 0.97)
1 90 => 85 (conf: 1.00)
1 85 => 90 (conf: 0.97)
76 => 86 34 (conf: 1.00)
86 76 => 34 (conf: 1.00)
34 76 => 86 (conf: 1.00)
76 => 86 90 (conf: 0.89)
86 76 => 90 (conf: 0.89)
90 76 => 86 (conf: 1.00)
76 => 34 63 (conf: 0.69)
63 => 34 76 (conf: 0.62)
76 34 => 63 (conf: 0.69)
76 63 => 34 (conf: 1.00)
34 63 => 76 (conf: 0.64)
59 => 90 93 (conf: 0.66)
93 => 90 59 (conf: 0.86)
90 59 => 93 (conf: 0.72)
90 93 => 59 (conf: 0.96)
59 93 => 90 (conf: 0.93)
36 => 85 59 (conf: 0.65)
59 => 36 85 (conf: 0.85)
36 85 => 59 (conf: 0.65)
36 59 => 85 (conf: 1.00)
85 59 => 36 (conf: 0.85)
67 => 90 76 (conf: 0.69)
76 => 67 90 (conf: 0.70)
67 90 => 76 (conf: 0.77)
67 76 => 90 (conf: 0.88)
90 76 => 67 (conf: 0.79)
63 => 36 90 (conf: 0.79)
36 90 => 63 (conf: 0.60)
36 63 => 90 (conf: 0.93)
90 63 => 36 (conf: 0.86)
36 => 86 34 (conf: 0.97)
86 => 36 34 (conf: 0.83)
34 => 36 86 (conf: 0.83)
36 86 => 34 (conf: 1.00)
36 34 => 86 (conf: 1.00)
86 34 => 36 (conf: 0.84)
93 => 85 63 (conf: 0.88)
63 => 85 93 (conf: 0.70)
85 93 => 63 (conf: 0.88)
85 63 => 93 (conf: 0.70)
93 63 => 85 (conf: 1.00)
59 => 86 23 (conf: 0.62)
23 => 86 59 (conf: 0.96)
86 59 => 23 (conf: 0.65)
86 23 => 59 (conf: 0.96)
59 23 => 86 (conf: 1.00)
59 => 86 76 (conf: 0.63)
76 => 86 59 (conf: 0.75)
86 59 => 76 (conf: 0.66)
86 76 => 59 (conf: 0.75)
59 76 => 86 (conf: 1.00)
23 => 86 34 (conf: 1.00)
86 23 => 34 (conf: 1.00)
34 23 => 86 (conf: 1.00)
67 => 86 34 (conf: 1.00)
67 86 => 34 (conf: 1.00)
67 34 => 86 (conf: 1.00)
93 => 90 85 (conf: 0.90)
85 93 => 90 (conf: 0.90)
90 93 => 85 (conf: 1.00)
1 => 36 85 (conf: 0.97)
1 36 => 85 (conf: 1.00)
1 85 => 36 (conf: 0.97)
67 => 34 63 (conf: 0.69)
63 => 67 34 (conf: 0.62)
67 34 => 63 (conf: 0.69)
67 63 => 34 (conf: 1.00)
34 63 => 67 (conf: 0.65)
67 => 86 90 (conf: 0.89)
67 86 => 90 (conf: 0.89)
67 90 => 86 (conf: 1.00)
76 => 36 85 (conf: 0.71)
36 76 => 85 (conf: 1.00)
85 76 => 36 (conf: 0.71)
1 => 86 90 (conf: 0.97)
1 86 => 90 (conf: 0.97)
1 90 => 86 (conf: 1.00)
23 => 90 85 (conf: 0.91)
85 23 => 90 (conf: 0.91)
90 23 => 85 (conf: 1.00)
93 => 36 23 (conf: 0.78)
23 => 36 93 (conf: 0.91)
36 93 => 23 (conf: 0.89)
36 23 => 93 (conf: 0.94)
93 23 => 36 (conf: 0.97)
3 => 34 90 (conf: 0.93)
3 90 => 34 (conf: 0.99)
3 34 => 90 (conf: 0.95)
76 => 86 85 (conf: 1.00)
86 76 => 85 (conf: 1.00)
85 76 => 86 (conf: 1.00)
3 => 86 85 (conf: 0.99)
3 86 => 85 (conf: 1.00)
3 85 => 86 (conf: 0.99)
59 => 85 93 (conf: 0.71)
93 => 85 59 (conf: 0.92)
85 59 => 93 (conf: 0.71)
85 93 => 59 (conf: 0.92)
59 93 => 85 (conf: 1.00)
36 => 90 59 (conf: 0.61)
59 => 36 90 (conf: 0.80)
36 90 => 59 (conf: 0.64)
36 59 => 90 (conf: 0.93)
90 59 => 36 (conf: 0.87)
59 => 36 23 (conf: 0.60)
23 => 36 59 (conf: 0.93)
36 59 => 23 (conf: 0.71)
36 23 => 59 (conf: 0.96)
59 23 => 36 (conf: 0.97)
86 => 85 59 (conf: 0.63)
85 => 86 59 (conf: 0.61)
59 => 86 85 (conf: 0.96)
86 85 => 59 (conf: 0.63)
86 59 => 85 (conf: 1.00)
85 59 => 86 (conf: 0.96)
93 => 86 34 (conf: 0.95)
86 93 => 34 (conf: 1.00)
34 93 => 86 (conf: 1.00)
93 => 90 63 (conf: 0.81)
63 => 90 93 (conf: 0.65)
90 93 => 63 (conf: 0.91)
90 63 => 93 (conf: 0.72)
93 63 => 90 (conf: 0.93)
36 => 85 63 (conf: 0.61)
63 => 36 85 (conf: 0.85)
36 85 => 63 (conf: 0.61)
36 63 => 85 (conf: 1.00)
85 63 => 36 (conf: 0.85)
23 => 85 63 (conf: 0.90)
63 => 85 23 (conf: 0.62)
23 85 => 63 (conf: 0.90)
23 63 => 85 (conf: 1.00)
85 63 => 23 (conf: 0.62)
86 => 34 59 (conf: 0.63)
34 => 86 59 (conf: 0.63)
59 => 86 34 (conf: 0.96)
86 34 => 59 (conf: 0.63)
86 59 => 34 (conf: 1.00)
34 59 => 86 (conf: 1.00)
59 => 90 63 (conf: 0.73)
63 => 90 59 (conf: 0.77)
90 59 => 63 (conf: 0.80)
90 63 => 59 (conf: 0.84)
59 63 => 90 (conf: 0.91)
67 => 86 85 (conf: 1.00)
67 86 => 85 (conf: 1.00)
67 85 => 86 (conf: 1.00)
1 => 86 85 (conf: 1.00)
1 86 => 85 (conf: 1.00)
1 85 => 86 (conf: 1.00)
3 => 34 85 (conf: 0.99)
3 85 => 34 (conf: 0.99)
3 34 => 85 (conf: 1.00)
93 => 86 63 (conf: 0.83)
63 => 86 93 (conf: 0.66)
86 93 => 63 (conf: 0.87)
86 63 => 93 (conf: 0.69)
93 63 => 86 (conf: 0.94)
36 => 34 85 (conf: 0.97)
85 => 36 34 (conf: 0.81)
34 => 36 85 (conf: 0.83)
36 85 => 34 (conf: 0.97)
36 34 => 85 (conf: 1.00)
85 34 => 36 (conf: 0.83)
93 => 90 34 (conf: 0.85)
34 93 => 90 (conf: 0.89)
90 93 => 34 (conf: 0.95)
52 => 86 85 (conf: 0.94)
86 52 => 85 (conf: 1.00)
85 52 => 86 (conf: 0.94)
76 => 34 85 (conf: 1.00)
85 76 => 34 (conf: 1.00)
34 76 => 85 (conf: 1.00)
23 => 59 93 (conf: 0.90)
93 => 59 23 (conf: 0.77)
23 59 => 93 (conf: 0.94)
23 93 => 59 (conf: 0.95)
59 93 => 23 (conf: 0.83)
36 => 34 59 (conf: 0.62)
59 => 36 34 (conf: 0.82)
36 34 => 59 (conf: 0.64)
36 59 => 34 (conf: 0.96)
34 59 => 36 (conf: 0.85)
52 => 86 34 (conf: 0.94)
86 52 => 34 (conf: 0.99)
34 52 => 86 (conf: 1.00)
59 => 34 23 (conf: 0.62)
23 => 34 59 (conf: 0.96)
34 59 => 23 (conf: 0.65)
34 23 => 59 (conf: 0.96)
59 23 => 34 (conf: 1.00)
23 => 86 85 (conf: 1.00)
86 23 => 85 (conf: 1.00)
85 23 => 86 (conf: 1.00)
52 => 34 85 (conf: 0.94)
85 52 => 34 (conf: 0.94)
52 34 => 85 (conf: 1.00)
1 => 36 86 (conf: 0.97)
1 36 => 86 (conf: 1.00)
1 86 => 36 (conf: 0.97)
23 => 36 34 (conf: 0.97)
36 23 => 34 (conf: 1.00)
34 23 => 36 (conf: 0.97)
36 => 86 59 (conf: 0.62)
59 => 36 86 (conf: 0.82)
36 86 => 59 (conf: 0.64)
36 59 => 86 (conf: 0.96)
86 59 => 36 (conf: 0.85)
52 => 36 85 (conf: 0.87)
36 52 => 85 (conf: 1.00)
52 85 => 36 (conf: 0.87)
1 => 86 34 (conf: 0.99)
1 86 => 34 (conf: 1.00)
1 34 => 86 (conf: 1.00)
3 => 36 85 (conf: 0.82)
36 3 => 85 (conf: 1.00)
85 3 => 36 (conf: 0.82)
23 => 36 86 (conf: 0.97)
36 23 => 86 (conf: 1.00)
86 23 => 36 (conf: 0.97)
93 => 36 90 (conf: 0.85)
36 93 => 90 (conf: 0.97)
90 93 => 36 (conf: 0.94)
59 => 34 93 (conf: 0.67)
93 => 34 59 (conf: 0.88)
34 59 => 93 (conf: 0.70)
34 93 => 59 (conf: 0.92)
59 93 => 34 (conf: 0.95)
36 => 85 90 (conf: 0.95)
90 => 36 85 (conf: 0.86)
85 => 36 90 (conf: 0.80)
36 90 => 85 (conf: 1.00)
36 85 => 90 (conf: 0.95)
90 85 => 36 (conf: 0.86)
67 => 34 90 (conf: 0.89)
67 90 => 34 (conf: 1.00)
67 34 => 90 (conf: 0.89)
67 => 86 63 (conf: 0.69)
63 => 67 86 (conf: 0.62)
67 86 => 63 (conf: 0.69)
67 63 => 86 (conf: 1.00)
86 63 => 67 (conf: 0.65)
1 => 34 90 (conf: 0.97)
1 90 => 34 (conf: 1.00)
1 34 => 90 (conf: 0.98)
23 => 86 90 (conf: 0.91)
86 23 => 90 (conf: 0.91)
90 23 => 86 (conf: 1.00)
23 => 34 63 (conf: 0.90)
63 => 34 23 (conf: 0.62)
23 34 => 63 (conf: 0.90)
23 63 => 34 (conf: 1.00)
34 63 => 23 (conf: 0.64)
76 => 36 86 (conf: 0.71)
36 76 => 86 (conf: 1.00)
86 76 => 36 (conf: 0.71)
63 => 86 90 (conf: 0.87)
86 63 => 90 (conf: 0.91)
90 63 => 86 (conf: 0.96)
59 => 36 93 (conf: 0.64)
93 => 36 59 (conf: 0.84)
36 59 => 93 (conf: 0.75)
36 93 => 59 (conf: 0.95)
59 93 => 36 (conf: 0.91)
90 => 85 59 (conf: 0.63)
59 => 85 90 (conf: 0.91)
90 85 => 59 (conf: 0.63)
90 59 => 85 (conf: 1.00)
85 59 => 90 (conf: 0.91)
1 => 36 34 (conf: 0.97)
1 36 => 34 (conf: 1.00)
1 34 => 36 (conf: 0.97)
85 => 34 59 (conf: 0.61)
34 => 85 59 (conf: 0.63)
59 => 34 85 (conf: 0.96)
85 34 => 59 (conf: 0.63)
85 59 => 34 (conf: 0.96)
34 59 => 85 (conf: 1.00)
67 => 86 76 (conf: 0.79)
76 => 67 86 (conf: 0.80)
67 86 => 76 (conf: 0.79)
67 76 => 86 (conf: 1.00)
86 76 => 67 (conf: 0.80)
59 => 34 63 (conf: 0.77)
63 => 34 59 (conf: 0.80)
34 59 => 63 (conf: 0.80)
34 63 => 59 (conf: 0.84)
59 63 => 34 (conf: 0.95)
90 => 86 59 (conf: 0.61)
59 => 86 90 (conf: 0.88)
86 90 => 59 (conf: 0.62)
86 59 => 90 (conf: 0.91)
90 59 => 86 (conf: 0.96)
3 => 85 90 (conf: 0.95)
3 90 => 85 (conf: 1.00)
3 85 => 90 (conf: 0.95)
63 => 59 93 (conf: 0.67)
59 => 93 63 (conf: 0.64)
93 => 59 63 (conf: 0.84)
63 59 => 93 (conf: 0.80)
63 93 => 59 (conf: 0.96)
59 93 => 63 (conf: 0.91)
67 => 36 86 (conf: 0.71)
36 67 => 86 (conf: 1.00)
86 67 => 36 (conf: 0.71)
59 => 85 63 (conf: 0.80)
63 => 85 59 (conf: 0.84)
85 59 => 63 (conf: 0.80)
85 63 => 59 (conf: 0.84)
59 63 => 85 (conf: 1.00)
93 => 86 23 (conf: 0.80)
23 => 86 93 (conf: 0.94)
86 93 => 23 (conf: 0.84)
86 23 => 93 (conf: 0.94)
93 23 => 86 (conf: 1.00)
59 => 85 23 (conf: 0.62)
23 => 85 59 (conf: 0.96)
85 59 => 23 (conf: 0.62)
85 23 => 59 (conf: 0.96)
59 23 => 85 (conf: 1.00)
93 => 90 23 (conf: 0.78)
23 => 90 93 (conf: 0.91)
90 93 => 23 (conf: 0.87)
90 23 => 93 (conf: 1.00)
93 23 => 90 (conf: 0.97)
23 => 36 85 (conf: 0.97)
36 23 => 85 (conf: 1.00)
85 23 => 36 (conf: 0.97)
63 => 36 86 (conf: 0.81)
36 86 => 63 (conf: 0.60)
36 63 => 86 (conf: 0.95)
86 63 => 36 (conf: 0.84)
93 => 34 85 (conf: 0.95)
85 93 => 34 (conf: 0.95)
34 93 => 85 (conf: 1.00)
36 => 34 90 (conf: 0.92)
90 => 36 34 (conf: 0.84)
34 => 36 90 (conf: 0.79)
36 90 => 34 (conf: 0.97)
36 34 => 90 (conf: 0.95)
90 34 => 36 (conf: 0.86)
63 => 90 34 (conf: 0.87)
34 63 => 90 (conf: 0.91)
90 63 => 34 (conf: 0.96)
90 => 34 59 (conf: 0.61)
59 => 34 90 (conf: 0.88)
90 34 => 59 (conf: 0.62)
90 59 => 34 (conf: 0.96)
34 59 => 90 (conf: 0.91)
59 => 86 63 (conf: 0.77)
63 => 86 59 (conf: 0.80)
86 59 => 63 (conf: 0.80)
86 63 => 59 (conf: 0.84)
59 63 => 86 (conf: 0.95)
67 => 36 85 (conf: 0.71)
36 67 => 85 (conf: 1.00)
85 67 => 36 (conf: 0.71)
23 => 34 85 (conf: 1.00)
85 23 => 34 (conf: 1.00)
34 23 => 85 (conf: 1.00)
67 => 36 34 (conf: 0.71)
36 67 => 34 (conf: 1.00)
34 67 => 36 (conf: 0.71)
93 => 34 23 (conf: 0.80)
23 => 34 93 (conf: 0.94)
34 93 => 23 (conf: 0.84)
34 23 => 93 (conf: 0.94)
93 23 => 34 (conf: 1.00)
59 => 86 93 (conf: 0.67)
93 => 86 59 (conf: 0.88)
86 59 => 93 (conf: 0.70)
86 93 => 59 (conf: 0.92)
59 93 => 86 (conf: 0.95)
3 => 86 34 (conf: 0.99)
3 86 => 34 (conf: 1.00)
3 34 => 86 (conf: 1.00)
67 => 85 90 (conf: 0.89)
67 90 => 85 (conf: 1.00)
67 85 => 90 (conf: 0.89)
67 => 85 76 (conf: 0.79)
76 => 67 85 (conf: 0.80)
67 85 => 76 (conf: 0.79)
67 76 => 85 (conf: 1.00)
85 76 => 67 (conf: 0.80)
93 => 36 86 (conf: 0.83)
36 93 => 86 (conf: 0.94)
86 93 => 36 (conf: 0.87)
63 => 34 85 (conf: 0.96)
85 63 => 34 (conf: 0.96)
34 63 => 85 (conf: 1.00)
90 => 86 85 (conf: 0.97)
86 => 85 90 (conf: 0.92)
85 => 86 90 (conf: 0.90)
90 86 => 85 (conf: 1.00)
90 85 => 86 (conf: 0.97)
86 85 => 90 (conf: 0.92)
85 => 86 34 (conf: 0.97)
86 => 34 85 (conf: 1.00)
34 => 86 85 (conf: 1.00)
85 86 => 34 (conf: 1.00)
85 34 => 86 (conf: 1.00)
86 34 => 85 (conf: 1.00)
90 => 85 63 (conf: 0.60)
63 => 90 85 (conf: 0.91)
85 90 => 63 (conf: 0.60)
85 63 => 90 (conf: 0.91)
90 63 => 85 (conf: 1.00)
93 => 36 63 (conf: 0.79)
63 => 36 93 (conf: 0.63)
36 93 => 63 (conf: 0.90)
36 63 => 93 (conf: 0.75)
93 63 => 36 (conf: 0.90)
63 => 86 34 (conf: 0.96)
86 34 => 63 (conf: 0.60)
86 63 => 34 (conf: 1.00)
34 63 => 86 (conf: 1.00)
93 => 36 85 (conf: 0.88)
36 93 => 85 (conf: 1.00)
85 93 => 36 (conf: 0.88)
59 => 34 76 (conf: 0.63)
76 => 34 59 (conf: 0.75)
34 59 => 76 (conf: 0.66)
34 76 => 59 (conf: 0.75)
59 76 => 34 (conf: 1.00)
67 => 34 85 (conf: 1.00)
67 85 => 34 (conf: 1.00)
67 34 => 85 (conf: 1.00)
1 => 34 85 (conf: 1.00)
1 85 => 34 (conf: 1.00)
1 34 => 85 (conf: 1.00)
67 => 86 59 (conf: 0.74)
59 => 67 86 (conf: 0.64)
67 86 => 59 (conf: 0.74)
67 59 => 86 (conf: 1.00)
86 59 => 67 (conf: 0.66)
93 => 86 90 (conf: 0.85)
86 93 => 90 (conf: 0.89)
90 93 => 86 (conf: 0.95)
36 => 86 85 (conf: 0.97)
86 => 36 85 (conf: 0.84)
85 => 36 86 (conf: 0.81)
36 86 => 85 (conf: 1.00)
36 85 => 86 (conf: 0.97)
86 85 => 36 (conf: 0.84)
93 => 34 63 (conf: 0.83)
63 => 34 93 (conf: 0.66)
34 93 => 63 (conf: 0.87)
34 63 => 93 (conf: 0.69)
93 63 => 34 (conf: 0.94)
90 => 34 85 (conf: 0.97)
85 => 34 90 (conf: 0.90)
34 => 85 90 (conf: 0.92)
90 85 => 34 (conf: 0.97)
90 34 => 85 (conf: 1.00)
85 34 => 90 (conf: 0.92)
63 => 86 85 (conf: 0.96)
86 63 => 85 (conf: 1.00)
85 63 => 86 (conf: 0.96)
93 => 36 34 (conf: 0.83)
36 93 => 34 (conf: 0.94)
34 93 => 36 (conf: 0.87)
1 => 36 90 (conf: 0.94)
1 36 => 90 (conf: 0.97)
1 90 => 36 (conf: 0.97)
3 => 86 90 (conf: 0.93)
3 86 => 90 (conf: 0.95)
3 90 => 86 (conf: 0.99)
67 => 34 59 (conf: 0.74)
59 => 67 34 (conf: 0.64)
67 34 => 59 (conf: 0.74)
67 59 => 34 (conf: 1.00)
34 59 => 67 (conf: 0.66)
59 => 36 63 (conf: 0.71)
63 => 36 59 (conf: 0.75)
36 59 => 63 (conf: 0.83)
36 63 => 59 (conf: 0.88)
59 63 => 36 (conf: 0.89)
90 => 86 34 (conf: 0.97)
86 => 34 90 (conf: 0.92)
34 => 86 90 (conf: 0.92)
90 86 => 34 (conf: 1.00)
90 34 => 86 (conf: 1.00)
86 34 => 90 (conf: 0.92)
2 => 90 59 (conf: 0.78)
59 => 2 90 (conf: 0.63)
2 90 => 59 (conf: 0.89)
2 59 => 90 (conf: 0.90)
90 59 => 2 (conf: 0.69)
2 => 85 90 (conf: 0.87)
90 2 => 85 (conf: 1.00)
2 85 => 90 (conf: 0.87)
39 => 34 59 (conf: 0.61)
59 => 39 34 (conf: 0.66)
39 34 => 59 (conf: 0.63)
39 59 => 34 (conf: 0.95)
34 59 => 39 (conf: 0.68)
39 => 86 85 (conf: 0.97)
86 => 39 85 (conf: 0.68)
85 => 39 86 (conf: 0.67)
39 86 => 85 (conf: 1.00)
39 85 => 86 (conf: 0.97)
86 85 => 39 (conf: 0.68)
93 => 39 86 (conf: 0.79)
39 93 => 86 (conf: 0.94)
86 93 => 39 (conf: 0.83)
39 => 2 86 (conf: 0.66)
2 => 39 86 (conf: 0.89)
39 2 => 86 (conf: 0.95)
39 86 => 2 (conf: 0.69)
2 86 => 39 (conf: 0.93)
2 => 85 63 (conf: 0.81)
63 => 2 85 (conf: 0.69)
2 85 => 63 (conf: 0.81)
2 63 => 85 (conf: 1.00)
85 63 => 2 (conf: 0.69)
39 => 85 63 (conf: 0.61)
63 => 39 85 (conf: 0.69)
39 85 => 63 (conf: 0.61)
39 63 => 85 (conf: 1.00)
85 63 => 39 (conf: 0.69)
2 => 86 85 (conf: 0.95)
2 86 => 85 (conf: 1.00)
2 85 => 86 (conf: 0.95)
2 => 34 63 (conf: 0.76)
63 => 2 34 (conf: 0.65)
2 34 => 63 (conf: 0.80)
2 63 => 34 (conf: 0.94)
34 63 => 2 (conf: 0.68)
2 => 86 90 (conf: 0.83)
2 86 => 90 (conf: 0.87)
2 90 => 86 (conf: 0.95)
2 => 36 85 (conf: 0.71)
36 2 => 85 (conf: 1.00)
2 85 => 36 (conf: 0.71)
39 => 85 59 (conf: 0.64)
59 => 39 85 (conf: 0.69)
39 85 => 59 (conf: 0.64)
39 59 => 85 (conf: 1.00)
85 59 => 39 (conf: 0.69)
39 => 34 85 (conf: 0.96)
85 => 39 34 (conf: 0.66)
34 => 39 85 (conf: 0.68)
39 85 => 34 (conf: 0.96)
39 34 => 85 (conf: 1.00)
85 34 => 39 (conf: 0.68)
39 => 2 59 (conf: 0.60)
2 => 39 59 (conf: 0.80)
59 => 39 2 (conf: 0.65)
39 2 => 59 (conf: 0.86)
39 59 => 2 (conf: 0.94)
2 59 => 39 (conf: 0.93)
63 => 39 34 (conf: 0.65)
39 63 => 34 (conf: 0.94)
34 63 => 39 (conf: 0.68)
39 => 86 90 (conf: 0.85)
86 => 39 90 (conf: 0.60)
90 => 39 86 (conf: 0.64)
39 86 => 90 (conf: 0.88)
39 90 => 86 (conf: 0.96)
86 90 => 39 (conf: 0.66)
39 => 2 34 (conf: 0.66)
2 => 39 34 (conf: 0.89)
39 2 => 34 (conf: 0.95)
39 34 => 2 (conf: 0.69)
2 34 => 39 (conf: 0.93)
39 => 34 90 (conf: 0.85)
90 => 39 34 (conf: 0.64)
34 => 39 90 (conf: 0.60)
39 90 => 34 (conf: 0.96)
39 34 => 90 (conf: 0.89)
90 34 => 39 (conf: 0.66)
63 => 39 86 (conf: 0.65)
39 63 => 86 (conf: 0.94)
86 63 => 39 (conf: 0.68)
2 => 34 85 (conf: 0.95)
85 2 => 34 (conf: 0.95)
2 34 => 85 (conf: 1.00)
2 => 86 59 (conf: 0.82)
59 => 2 86 (conf: 0.67)
2 86 => 59 (conf: 0.86)
2 59 => 86 (conf: 0.95)
86 59 => 2 (conf: 0.69)
39 => 2 85 (conf: 0.70)
2 => 39 85 (conf: 0.93)
39 2 => 85 (conf: 1.00)
39 85 => 2 (conf: 0.70)
2 85 => 39 (conf: 0.93)
23 => 39 86 (conf: 0.89)
39 23 => 86 (conf: 1.00)
86 23 => 39 (conf: 0.89)
36 59 => 39 (conf: 0.69)
36 39 => 59 (conf: 0.67)
59 39 => 36 (conf: 0.85)
2 => 59 63 (conf: 0.74)
59 => 2 63 (conf: 0.60)
63 => 2 59 (conf: 0.63)
2 59 => 63 (conf: 0.86)
2 63 => 59 (conf: 0.92)
59 63 => 2 (conf: 0.75)
23 => 39 85 (conf: 0.89)
39 23 => 85 (conf: 1.00)
85 23 => 39 (conf: 0.89)
39 => 2 90 (conf: 0.60)
2 => 39 90 (conf: 0.81)
39 2 => 90 (conf: 0.87)
39 90 => 2 (conf: 0.68)
2 90 => 39 (conf: 0.92)
93 => 36 39 (conf: 0.76)
36 93 => 39 (conf: 0.87)
36 39 => 93 (conf: 0.67)
93 39 => 36 (conf: 0.91)
39 => 85 90 (conf: 0.89)
90 => 39 85 (conf: 0.66)
85 => 39 90 (conf: 0.61)
39 90 => 85 (conf: 1.00)
39 85 => 90 (conf: 0.89)
90 85 => 39 (conf: 0.66)
2 => 85 93 (conf: 0.75)
93 => 2 85 (conf: 0.79)
2 85 => 93 (conf: 0.75)
2 93 => 85 (conf: 1.00)
85 93 => 2 (conf: 0.79)
36 => 39 34 (conf: 0.64)
39 => 36 34 (conf: 0.77)
36 34 => 39 (conf: 0.66)
36 39 => 34 (conf: 0.95)
34 39 => 36 (conf: 0.80)
59 => 39 90 (conf: 0.61)
39 90 => 59 (conf: 0.63)
39 59 => 90 (conf: 0.88)
90 59 => 39 (conf: 0.67)
2 => 39 63 (conf: 0.76)
63 => 39 2 (conf: 0.65)
39 2 => 63 (conf: 0.81)
39 63 => 2 (conf: 0.94)
2 63 => 39 (conf: 0.94)
36 => 39 85 (conf: 0.67)
39 => 36 85 (conf: 0.81)
36 85 => 39 (conf: 0.67)
36 39 => 85 (conf: 1.00)
85 39 => 36 (conf: 0.81)
63 => 39 59 (conf: 0.62)
39 59 => 63 (conf: 0.85)
39 63 => 59 (conf: 0.90)
59 63 => 39 (conf: 0.74)
2 => 34 59 (conf: 0.82)
59 => 2 34 (conf: 0.67)
2 34 => 59 (conf: 0.86)
2 59 => 34 (conf: 0.95)
34 59 => 2 (conf: 0.69)
39 => 86 59 (conf: 0.61)
59 => 39 86 (conf: 0.66)
39 86 => 59 (conf: 0.63)
39 59 => 86 (conf: 0.95)
86 59 => 39 (conf: 0.68)
36 => 39 86 (conf: 0.64)
39 => 36 86 (conf: 0.78)
36 86 => 39 (conf: 0.66)
36 39 => 86 (conf: 0.96)
86 39 => 36 (conf: 0.81)
93 => 39 34 (conf: 0.79)
39 93 => 34 (conf: 0.94)
34 93 => 39 (conf: 0.83)
2 => 34 90 (conf: 0.83)
90 2 => 34 (conf: 0.95)
2 34 => 90 (conf: 0.87)
2 => 86 63 (conf: 0.76)
63 => 2 86 (conf: 0.65)
2 86 => 63 (conf: 0.80)
2 63 => 86 (conf: 0.94)
86 63 => 2 (conf: 0.68)
39 => 86 34 (conf: 0.96)
86 => 39 34 (conf: 0.68)
34 => 39 86 (conf: 0.68)
39 86 => 34 (conf: 1.00)
39 34 => 86 (conf: 1.00)
86 34 => 39 (conf: 0.68)
